yourlist:M202205245BF3C56A578D7D6DFD1FC81EE5DA77304E151FU	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
SVOPL_HUMAN	Q8N434	SVOPL_HUMAN	reviewed	Putative transporter SVOPL (SV2-related protein-like) (SVOP-like protein)	SVOPL	Homo sapiens (Human)	492
SWP70_HUMAN	Q9UH65	SWP70_HUMAN	reviewed	Switch-associated protein 70 (SWAP-70)	SWAP70 KIAA0640 HSPC321	Homo sapiens (Human)	585
SWI5_HUMAN	Q1ZZU3	SWI5_HUMAN	reviewed	DNA repair protein SWI5 homolog (HBV DNAPTP1-transactivated protein A) (Protein SAE3 homolog)	SWI5 C9orf119 SAE3	Homo sapiens (Human)	235
SWAP1_HUMAN	Q6NVH7	SWAP1_HUMAN	reviewed	ATPase SWSAP1 (SWIM-type zinc finger 7-associated protein 1) (SWS1-associated protein 1) (ZSWIM7-associated protein 1) (ZSWIM7AP1)	SWSAP1 C19orf39	Homo sapiens (Human)	229
SWT1_HUMAN	Q5T5J6	SWT1_HUMAN	reviewed	Transcriptional protein SWT1	SWT1 C1orf26	Homo sapiens (Human)	900
SYAP1_HUMAN	Q96A49	SYAP1_HUMAN	reviewed	Synapse-associated protein 1 (BSD domain-containing signal transducer and Akt interactor protein) (BSTA)	SYAP1 PRO3113	Homo sapiens (Human)	352
SYBU_HUMAN	Q9NX95	SYBU_HUMAN	reviewed	Syntabulin (Golgi-localized syntaphilin-related protein) (Syntaxin-1-binding protein)	SYBU GOLSYN KIAA1472	Homo sapiens (Human)	663
SYCE1_HUMAN	Q8N0S2	SYCE1_HUMAN	reviewed	Synaptonemal complex central element protein 1 (Cancer/testis antigen 76) (CT76)	SYCE1 C10orf94	Homo sapiens (Human)	351
SYC1L_HUMAN	A8MT33	SYC1L_HUMAN	reviewed	Synaptonemal complex central element protein 1-like (Meiosis-related protein)	SYCE1L	Homo sapiens (Human)	242
SYCE2_HUMAN	Q6PIF2	SYCE2_HUMAN	reviewed	Synaptonemal complex central element protein 2 (Central element synaptonemal complex protein 1)	SYCE2 CESC1	Homo sapiens (Human)	218
SYCE3_HUMAN	A1L190	SYCE3_HUMAN	reviewed	Synaptonemal complex central element protein 3 (Testis highly expressed gene 2 protein) (THEG-2)	SYCE3 C22orf41 THEG2	Homo sapiens (Human)	88
SYCN_HUMAN	Q0VAF6	SYCN_HUMAN	reviewed	Syncollin (Insulin synthesis-associated protein 1)	SYCN INSSA1 SYL	Homo sapiens (Human)	134
SYCP1_HUMAN	Q15431	SYCP1_HUMAN	reviewed	Synaptonemal complex protein 1 (SCP-1) (Cancer/testis antigen 8) (CT8)	SYCP1 SCP1	Homo sapiens (Human)	976
SYCP2_HUMAN	Q9BX26	SYCP2_HUMAN	reviewed	Synaptonemal complex protein 2 (SCP-2) (Synaptonemal complex lateral element protein) (hsSCP2)	SYCP2 SCP2	Homo sapiens (Human)	1530
SYC2L_HUMAN	Q5T4T6	SYC2L_HUMAN	reviewed	Synaptonemal complex protein 2-like (SCP-2-like) (145 kDa nucleolar protein homolog) (hsNO145)	SYCP2L C6orf177 NO145	Homo sapiens (Human)	812
SYDE1_HUMAN	Q6ZW31	SYDE1_HUMAN	reviewed	Rho GTPase-activating protein SYDE1 (Synapse defective protein 1 homolog 1) (Protein syd-1 homolog 1)	SYDE1	Homo sapiens (Human)	735
SYDE2_HUMAN	Q5VT97	SYDE2_HUMAN	reviewed	Rho GTPase-activating protein SYDE2 (Synapse defective protein 1 homolog 2) (Protein syd-1 homolog 2)	SYDE2	Homo sapiens (Human)	1194
KSYK_HUMAN	P43405	KSYK_HUMAN	reviewed	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk)	SYK	Homo sapiens (Human)	635
SYMPK_HUMAN	Q92797	SYMPK_HUMAN	reviewed	Symplekin	SYMPK SPK	Homo sapiens (Human)	1274
SYN1_HUMAN	P17600	SYN1_HUMAN	reviewed	Synapsin-1 (Brain protein 4.1) (Synapsin I)	SYN1	Homo sapiens (Human)	705
SYN2_HUMAN	Q92777	SYN2_HUMAN	reviewed	Synapsin-2 (Synapsin II)	SYN2	Homo sapiens (Human)	582
SYNCI_HUMAN	Q9H7C4	SYNCI_HUMAN	reviewed	Syncoilin (Syncoilin intermediate filament 1) (Syncoilin-1)	SYNC SYNC1	Homo sapiens (Human)	482
HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	SYNCRIP HNRPQ NSAP1	Homo sapiens (Human)	623
SYNG1_HUMAN	Q9H7V2	SYNG1_HUMAN	reviewed	Synapse differentiation-inducing gene protein 1 (SynDIG1) (Dispanin subfamily C member 2) (DSPC2) (Transmembrane protein 90B)	SYNDIG1 C20orf39 TMEM90B	Homo sapiens (Human)	258
SYN1L_HUMAN	A6NDD5	SYN1L_HUMAN	reviewed	Synapse differentiation-inducing gene protein 1-like (Capucin) (Dispanin subfamily C member 1) (DSPC1) (Transmembrane protein 90A)	SYNDIG1L TMEM90A	Homo sapiens (Human)	238
SYNE1_HUMAN	Q8NF91	SYNE1_HUMAN	reviewed	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1	Homo sapiens (Human)	8797
SYNE3_HUMAN	Q6ZMZ3	SYNE3_HUMAN	reviewed	Nesprin-3 (KASH domain-containing protein 3) (KASH3) (Nuclear envelope spectrin repeat protein 3)	SYNE3 C14orf139 C14orf49 LINC00341	Homo sapiens (Human)	975
SYNE4_HUMAN	Q8N205	SYNE4_HUMAN	reviewed	Nesprin-4 (KASH domain-containing protein 4) (KASH4) (Nuclear envelope spectrin repeat protein 4)	SYNE4 C19orf46	Homo sapiens (Human)	404
SYGP1_HUMAN	Q96PV0	SYGP1_HUMAN	reviewed	Ras/Rap GTPase-activating protein SynGAP (Neuronal RasGAP) (Synaptic Ras GTPase-activating protein 1) (Synaptic Ras-GAP 1)	SYNGAP1 KIAA1938	Homo sapiens (Human)	1343
SNG1_HUMAN	O43759	SNG1_HUMAN	reviewed	Synaptogyrin-1	SYNGR1	Homo sapiens (Human)	233
SNG2_HUMAN	O43760	SNG2_HUMAN	reviewed	Synaptogyrin-2 (Cellugyrin)	SYNGR2 UNQ352/PRO615	Homo sapiens (Human)	224
SNG3_HUMAN	O43761	SNG3_HUMAN	reviewed	Synaptogyrin-3	SYNGR3	Homo sapiens (Human)	229
SNG4_HUMAN	O95473	SNG4_HUMAN	reviewed	Synaptogyrin-4	SYNGR4	Homo sapiens (Human)	234
SYNJ1_HUMAN	O43426	SYNJ1_HUMAN	reviewed	Synaptojanin-1 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1)	SYNJ1 KIAA0910	Homo sapiens (Human)	1573
SYNJ2_HUMAN	O15056	SYNJ2_HUMAN	reviewed	Synaptojanin-2 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 2)	SYNJ2 KIAA0348	Homo sapiens (Human)	1496
SYJ2B_HUMAN	P57105	SYJ2B_HUMAN	reviewed	Synaptojanin-2-binding protein (Mitochondrial outer membrane protein 25)	SYNJ2BP OMP25	Homo sapiens (Human)	145
SYNEM_HUMAN	O15061	SYNEM_HUMAN	reviewed	Synemin (Desmuslin)	SYNM DMN KIAA0353 SYN	Homo sapiens (Human)	1565
SYNPO_HUMAN	Q8N3V7	SYNPO_HUMAN	reviewed	Synaptopodin	SYNPO KIAA1029	Homo sapiens (Human)	929
SYNP2_HUMAN	Q9UMS6	SYNP2_HUMAN	reviewed	Synaptopodin-2 (Genethonin-2) (Myopodin)	SYNPO2	Homo sapiens (Human)	1093
SYP2L_HUMAN	Q9H987	SYP2L_HUMAN	reviewed	Synaptopodin 2-like protein	SYNPO2L	Homo sapiens (Human)	977
SYNPR_HUMAN	Q8TBG9	SYNPR_HUMAN	reviewed	Synaptoporin	SYNPR	Homo sapiens (Human)	265
SYNRG_HUMAN	Q9UMZ2	SYNRG_HUMAN	reviewed	Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin)	SYNRG AP1GBP1 SYNG	Homo sapiens (Human)	1314
SYPH_HUMAN	P08247	SYPH_HUMAN	reviewed	Synaptophysin (Major synaptic vesicle protein p38)	SYP	Homo sapiens (Human)	313
SYPL1_HUMAN	Q16563	SYPL1_HUMAN	reviewed	Synaptophysin-like protein 1 (Pantophysin)	SYPL1 SYPL	Homo sapiens (Human)	259
SYPL2_HUMAN	Q5VXT5	SYPL2_HUMAN	reviewed	Synaptophysin-like protein 2	SYPL2	Homo sapiens (Human)	272
SYS1_HUMAN	Q8N2H4	SYS1_HUMAN	reviewed	Protein SYS1 homolog	SYS1 C20orf169	Homo sapiens (Human)	156
SYT10_HUMAN	Q6XYQ8	SYT10_HUMAN	reviewed	Synaptotagmin-10 (Synaptotagmin X) (SytX)	SYT10	Homo sapiens (Human)	523
SYT11_HUMAN	Q9BT88	SYT11_HUMAN	reviewed	Synaptotagmin-11 (Synaptotagmin XI) (SytXI)	SYT11 KIAA0080	Homo sapiens (Human)	431
SYT12_HUMAN	Q8IV01	SYT12_HUMAN	reviewed	Synaptotagmin-12 (Synaptotagmin XII) (SytXII)	SYT12	Homo sapiens (Human)	421
SYT13_HUMAN	Q7L8C5	SYT13_HUMAN	reviewed	Synaptotagmin-13 (Synaptotagmin XIII) (SytXIII)	SYT13 KIAA1427	Homo sapiens (Human)	426
SYT14_HUMAN	Q8NB59	SYT14_HUMAN	reviewed	Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV)	SYT14	Homo sapiens (Human)	555
SYT16_HUMAN	Q17RD7	SYT16_HUMAN	reviewed	Synaptotagmin-16 (Chr14Syt) (Synaptotagmin 14-like protein) (Synaptotagmin XIV-related protein)	SYT16 STREP14 SYT14L SYT14R	Homo sapiens (Human)	645
SYT17_HUMAN	Q9BSW7	SYT17_HUMAN	reviewed	Synaptotagmin-17 (Protein B/K) (Synaptotagmin XVII) (SytXVII)	SYT17	Homo sapiens (Human)	474
SYT2_HUMAN	Q8N9I0	SYT2_HUMAN	reviewed	Synaptotagmin-2 (Synaptotagmin II) (SytII)	SYT2	Homo sapiens (Human)	419
SYT3_HUMAN	Q9BQG1	SYT3_HUMAN	reviewed	Synaptotagmin-3 (Synaptotagmin III) (SytIII)	SYT3	Homo sapiens (Human)	590
SYT4_HUMAN	Q9H2B2	SYT4_HUMAN	reviewed	Synaptotagmin-4 (Synaptotagmin IV) (SytIV)	SYT4 KIAA1342	Homo sapiens (Human)	425
SYT5_HUMAN	O00445	SYT5_HUMAN	reviewed	Synaptotagmin-5 (Synaptotagmin V) (SytV)	SYT5	Homo sapiens (Human)	386
SYT6_HUMAN	Q5T7P8	SYT6_HUMAN	reviewed	Synaptotagmin-6 (Synaptotagmin VI) (SytVI)	SYT6	Homo sapiens (Human)	510
SYT7_HUMAN	O43581	SYT7_HUMAN	reviewed	Synaptotagmin-7 (IPCA-7) (Prostate cancer-associated protein 7) (Synaptotagmin VII) (SytVII)	SYT7 PCANAP7	Homo sapiens (Human)	403
SYT8_HUMAN	Q8NBV8	SYT8_HUMAN	reviewed	Synaptotagmin-8 (Synaptotagmin VIII) (SytVIII)	SYT8	Homo sapiens (Human)	401
SYT9_HUMAN	Q86SS6	SYT9_HUMAN	reviewed	Synaptotagmin-9 (Synaptotagmin IX) (SytIX)	SYT9	Homo sapiens (Human)	491
SYTL1_HUMAN	Q8IYJ3	SYTL1_HUMAN	reviewed	Synaptotagmin-like protein 1 (Exophilin-7) (Protein JFC1)	SYTL1 SLP1 SB146	Homo sapiens (Human)	562
SYTL2_HUMAN	Q9HCH5	SYTL2_HUMAN	reviewed	Synaptotagmin-like protein 2 (Breast cancer-associated antigen SGA-72M) (Exophilin-4)	SYTL2 KIAA1597 SGA72M SLP2 SLP2A	Homo sapiens (Human)	934
SYTL3_HUMAN	Q4VX76	SYTL3_HUMAN	reviewed	Synaptotagmin-like protein 3 (Exophilin-6)	SYTL3 SLP3	Homo sapiens (Human)	610
SYTL4_HUMAN	Q96C24	SYTL4_HUMAN	reviewed	Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin)	SYTL4	Homo sapiens (Human)	671
SYTL5_HUMAN	Q8TDW5	SYTL5_HUMAN	reviewed	Synaptotagmin-like protein 5	SYTL5 SLP5	Homo sapiens (Human)	730
SYVN1_HUMAN	Q86TM6	SYVN1_HUMAN	reviewed	E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)	SYVN1 HRD1 KIAA1810	Homo sapiens (Human)	617
SZRD1_HUMAN	Q7Z422	SZRD1_HUMAN	reviewed	SUZ domain-containing protein 1 (Putative MAPK-activating protein PM18/PM20/PM22)	SZRD1 C1orf144	Homo sapiens (Human)	152
SZT2_HUMAN	Q5T011	SZT2_HUMAN	reviewed	KICSTOR complex protein SZT2 (Seizure threshold 2 protein homolog)	SZT2 C1orf84 KIAA0467	Homo sapiens (Human)	3432
TAAR5_HUMAN	O14804	TAAR5_HUMAN	reviewed	Trace amine-associated receptor 5 (TaR-5) (Trace amine receptor 5) (hTaar5) (Putative neurotransmitter receptor)	TAAR5 PNR	Homo sapiens (Human)	337
TAB1_HUMAN	Q15750	TAB1_HUMAN	reviewed	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 1) (TGF-beta-activated kinase 1-binding protein 1) (TAK1-binding protein 1)	TAB1 MAP3K7IP1	Homo sapiens (Human)	504
TAB2_HUMAN	Q9NYJ8	TAB2_HUMAN	reviewed	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (TAK1-binding protein 2) (TAB-2) (TGF-beta-activated kinase 1-binding protein 2)	TAB2 KIAA0733 MAP3K7IP2	Homo sapiens (Human)	693
TAB3_HUMAN	Q8N5C8	TAB3_HUMAN	reviewed	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (NF-kappa-B-activating protein 1) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3)	TAB3 MAP3K7IP3	Homo sapiens (Human)	712
TKN1_HUMAN	P20366	TKN1_HUMAN	reviewed	Protachykinin-1 (PPT) [Cleaved into: Substance P; Neurokinin A (NKA) (Neuromedin L) (Substance K); Neuropeptide K (NPK); Neuropeptide gamma; C-terminal-flanking peptide]	TAC1 NKA NKNA TAC2	Homo sapiens (Human)	129
TKNK_HUMAN	Q9UHF0	TKNK_HUMAN	reviewed	Tachykinin-3 (ZNEUROK1) [Cleaved into: Neurokinin-B (NKB) (Neuromedin-K)]	TAC3 NKNB UNQ585/PRO1155	Homo sapiens (Human)	121
TACC1_HUMAN	O75410	TACC1_HUMAN	reviewed	Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1)	TACC1 KIAA1103	Homo sapiens (Human)	805
TACC2_HUMAN	O95359	TACC2_HUMAN	reviewed	Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1)	TACC2	Homo sapiens (Human)	2948
TACC3_HUMAN	Q9Y6A5	TACC3_HUMAN	reviewed	Transforming acidic coiled-coil-containing protein 3 (ERIC-1)	TACC3 ERIC1	Homo sapiens (Human)	838
NK1R_HUMAN	P25103	NK1R_HUMAN	reviewed	Substance-P receptor (SPR) (NK-1 receptor) (NK-1R) (Tachykinin receptor 1)	TACR1 NK1R TAC1R	Homo sapiens (Human)	407
NK2R_HUMAN	P21452	NK2R_HUMAN	reviewed	Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)	TACR2 NK2R NKNAR TAC2R	Homo sapiens (Human)	398
NK3R_HUMAN	P29371	NK3R_HUMAN	reviewed	Neuromedin-K receptor (NKR) (NK-3 receptor) (NK-3R) (Neurokinin B receptor) (Tachykinin receptor 3)	TACR3 NK3R TAC3R	Homo sapiens (Human)	465
TACD2_HUMAN	P09758	TACD2_HUMAN	reviewed	Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1)	TACSTD2 GA733-1 M1S1 TROP2	Homo sapiens (Human)	323
TAD2A_HUMAN	O75478	TAD2A_HUMAN	reviewed	Transcriptional adapter 2-alpha (Transcriptional adapter 2-like) (ADA2-like protein)	TADA2A TADA2L KL04P	Homo sapiens (Human)	443
TAD2B_HUMAN	Q86TJ2	TAD2B_HUMAN	reviewed	Transcriptional adapter 2-beta (ADA2-like protein beta) (ADA2-beta)	TADA2B ADA2B	Homo sapiens (Human)	420
TADA3_HUMAN	O75528	TADA3_HUMAN	reviewed	Transcriptional adapter 3 (ADA3 homolog) (hADA3) (STAF54) (Transcriptional adapter 3-like) (ADA3-like protein)	TADA3 ADA3 TADA3L	Homo sapiens (Human)	432
TAF1_HUMAN	P21675	TAF1_HUMAN	reviewed	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250)	TAF1 BA2R CCG1 CCGS TAF2A	Homo sapiens (Human)	1872
TAF10_HUMAN	Q12962	TAF10_HUMAN	reviewed	Transcription initiation factor TFIID subunit 10 (STAF28) (Transcription initiation factor TFIID 30 kDa subunit) (TAF(II)30) (TAFII-30) (TAFII30)	TAF10 TAF2A TAF2H TAFII30	Homo sapiens (Human)	218
TAF11_HUMAN	Q15544	TAF11_HUMAN	reviewed	Transcription initiation factor TFIID subunit 11 (TFIID subunit p30-beta) (Transcription initiation factor TFIID 28 kDa subunit) (TAF(II)28) (TAFII-28) (TAFII28)	TAF11 TAF2I PRO2134	Homo sapiens (Human)	211
TAF12_HUMAN	Q16514	TAF12_HUMAN	reviewed	Transcription initiation factor TFIID subunit 12 (Transcription initiation factor TFIID 20/15 kDa subunits) (TAFII-20/TAFII-15) (TAFII20/TAFII15)	TAF12 TAF15 TAF2J TAFII20	Homo sapiens (Human)	161
TAF13_HUMAN	Q15543	TAF13_HUMAN	reviewed	Transcription initiation factor TFIID subunit 13 (Transcription initiation factor TFIID 18 kDa subunit) (TAF(II)18) (TAFII-18) (TAFII18)	TAF13 TAF2K TAFII18	Homo sapiens (Human)	124
RBP56_HUMAN	Q92804	RBP56_HUMAN	reviewed	TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)	TAF15 RBP56 TAF2N	Homo sapiens (Human)	592
TAF1A_HUMAN	Q15573	TAF1A_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit A (RNA polymerase I-specific TBP-associated factor 48 kDa) (TAFI48) (TATA box-binding protein-associated factor 1A) (TBP-associated factor 1A) (Transcription factor SL1) (Transcription initiation factor SL1/TIF-IB subunit A)	TAF1A	Homo sapiens (Human)	450
TAF1B_HUMAN	Q53T94	TAF1B_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit B (RNA polymerase I-specific TBP-associated factor 63 kDa) (TAFI63) (TATA box-binding protein-associated factor 1B) (TBP-associated factor 1B) (Transcription initiation factor SL1/TIF-IB subunit B)	TAF1B	Homo sapiens (Human)	588
TAF1C_HUMAN	Q15572	TAF1C_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit C (RNA polymerase I-specific TBP-associated factor 110 kDa) (TAFI110) (TATA box-binding protein-associated factor 1C) (TBP-associated factor 1C) (Transcription initiation factor SL1/TIF-IB subunit C)	TAF1C	Homo sapiens (Human)	869
TAF1D_HUMAN	Q9H5J8	TAF1D_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit D (RNA polymerase I-specific TBP-associated factor 41 kDa) (TAFI41) (TATA box-binding protein-associated factor 1D) (TBP-associated factor 1D) (Transcription initiation factor SL1/TIF-IB subunit D)	TAF1D JOSD3	Homo sapiens (Human)	278
TAF2_HUMAN	Q6P1X5	TAF2_HUMAN	reviewed	Transcription initiation factor TFIID subunit 2 (150 kDa cofactor of initiator function) (RNA polymerase II TBP-associated factor subunit B) (TBP-associated factor 150 kDa) (Transcription initiation factor TFIID 150 kDa subunit) (TAF(II)150) (TAFII-150) (TAFII150)	TAF2 CIF150 TAF2B	Homo sapiens (Human)	1199
TAF3_HUMAN	Q5VWG9	TAF3_HUMAN	reviewed	Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)	TAF3	Homo sapiens (Human)	929
TAF4_HUMAN	O00268	TAF4_HUMAN	reviewed	Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit) (TAF(II)130) (TAFII-130) (TAFII130) (Transcription initiation factor TFIID 135 kDa subunit) (TAF(II)135) (TAFII-135) (TAFII135)	TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135	Homo sapiens (Human)	1085
TAF4B_HUMAN	Q92750	TAF4B_HUMAN	reviewed	Transcription initiation factor TFIID subunit 4B (Transcription initiation factor TFIID 105 kDa subunit) (TAF(II)105) (TAFII-105) (TAFII105)	TAF4B TAF2C2 TAFII105	Homo sapiens (Human)	862
TAF5_HUMAN	Q15542	TAF5_HUMAN	reviewed	Transcription initiation factor TFIID subunit 5 (Transcription initiation factor TFIID 100 kDa subunit) (TAF(II)100) (TAFII-100) (TAFII100)	TAF5 TAF2D	Homo sapiens (Human)	800
TAF5L_HUMAN	O75529	TAF5L_HUMAN	reviewed	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L (TAF5L) (PCAF-associated factor 65 beta) (PAF65-beta)	TAF5L PAF65B	Homo sapiens (Human)	589
TAF6_HUMAN	P49848	TAF6_HUMAN	reviewed	Transcription initiation factor TFIID subunit 6 (RNA polymerase II TBP-associated factor subunit E) (Transcription initiation factor TFIID 70 kDa subunit) (TAF(II)70) (TAFII-70) (TAFII70) (Transcription initiation factor TFIID 80 kDa subunit) (TAF(II)80) (TAFII-80) (TAFII80)	TAF6 TAF2E TAFII70	Homo sapiens (Human)	677
TAF6L_HUMAN	Q9Y6J9	TAF6L_HUMAN	reviewed	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L (TAF6L) (PCAF-associated factor 65-alpha) (PAF65-alpha)	TAF6L PAF65A	Homo sapiens (Human)	622
TAF7_HUMAN	Q15545	TAF7_HUMAN	reviewed	Transcription initiation factor TFIID subunit 7 (RNA polymerase II TBP-associated factor subunit F) (Transcription initiation factor TFIID 55 kDa subunit) (TAF(II)55) (TAFII-55) (TAFII55)	TAF7 TAF2F TAFII55	Homo sapiens (Human)	349
TAF7L_HUMAN	Q5H9L4	TAF7L_HUMAN	reviewed	Transcription initiation factor TFIID subunit 7-like (Cancer/testis antigen 40) (CT40) (RNA polymerase II TBP-associated factor subunit Q) (TATA box-binding protein-associated factor 50 kDa) (Transcription initiation factor TFIID 50 kDa subunit)	TAF7L TAF2Q	Homo sapiens (Human)	462
TAF8_HUMAN	Q7Z7C8	TAF8_HUMAN	reviewed	Transcription initiation factor TFIID subunit 8 (Protein taube nuss) (TBP-associated factor 43 kDa) (TBP-associated factor 8) (Transcription initiation factor TFIID 43 kDa subunit) (TAFII-43) (TAFII43) (hTAFII43)	TAF8 TAFII43 TBN	Homo sapiens (Human)	310
TAF9_HUMAN	Q16594	TAF9_HUMAN	reviewed	Transcription initiation factor TFIID subunit 9 (RNA polymerase II TBP-associated factor subunit G) (STAF31/32) (Transcription initiation factor TFIID 31 kDa subunit) (TAFII-31) (TAFII31) (Transcription initiation factor TFIID 32 kDa subunit) (TAFII-32) (TAFII32)	TAF9 TAF2G TAFII31	Homo sapiens (Human)	264
TAF9B_HUMAN	Q9HBM6	TAF9B_HUMAN	reviewed	Transcription initiation factor TFIID subunit 9B (Neuronal cell death-related protein 7) (DN-7) (Transcription initiation factor TFIID subunit 9-like) (Transcription-associated factor TAFII31L)	TAF9B TAF9L	Homo sapiens (Human)	251
TAGAP_HUMAN	Q8N103	TAGAP_HUMAN	reviewed	T-cell activation Rho GTPase-activating protein (T-cell activation GTPase-activating protein)	TAGAP TAGAP1 FKSG15	Homo sapiens (Human)	731
TAGL_HUMAN	Q01995	TAGL_HUMAN	reviewed	Transgelin (22 kDa actin-binding protein) (Protein WS3-10) (Smooth muscle protein 22-alpha) (SM22-alpha)	TAGLN SM22 WS3-10	Homo sapiens (Human)	201
TAGL2_HUMAN	P37802	TAGL2_HUMAN	reviewed	Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog)	TAGLN2 KIAA0120 CDABP0035	Homo sapiens (Human)	199
TAGL3_HUMAN	Q9UI15	TAGL3_HUMAN	reviewed	Transgelin-3 (Neuronal protein 22) (NP22) (Neuronal protein NP25)	TAGLN3 NP25	Homo sapiens (Human)	199
TAL1_HUMAN	P17542	TAL1_HUMAN	reviewed	T-cell acute lymphocytic leukemia protein 1 (TAL-1) (Class A basic helix-loop-helix protein 17) (bHLHa17) (Stem cell protein) (T-cell leukemia/lymphoma protein 5)	TAL1 BHLHA17 SCL TCL5	Homo sapiens (Human)	331
TALDO_HUMAN	P37837	TALDO_HUMAN	reviewed	Transaldolase (EC 2.2.1.2)	TALDO1 TAL TALDO TALDOR	Homo sapiens (Human)	337
TAM41_HUMAN	Q96BW9	TAM41_HUMAN	reviewed	Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)	TAMM41 C3orf31	Homo sapiens (Human)	452
TANC1_HUMAN	Q9C0D5	TANC1_HUMAN	reviewed	Protein TANC1 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 1)	TANC1 KIAA1728	Homo sapiens (Human)	1861
TANC2_HUMAN	Q9HCD6	TANC2_HUMAN	reviewed	Protein TANC2 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2)	TANC2 KIAA1148 KIAA1636	Homo sapiens (Human)	1990
TNG2_HUMAN	Q6ICL3	TNG2_HUMAN	reviewed	Transport and Golgi organization protein 2 homolog	TANGO2 C22orf25	Homo sapiens (Human)	276
TNG6_HUMAN	Q9C0B7	TNG6_HUMAN	reviewed	Transport and Golgi organization protein 6 homolog (Transmembrane and coiled-coil domain-containing protein 7)	TANGO6 KIAA1746 TMCO7	Homo sapiens (Human)	1094
TANK_HUMAN	Q92844	TANK_HUMAN	reviewed	TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)	TANK ITRAF TRAF2	Homo sapiens (Human)	425
